Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Light_conditions,Weather_conditions,Type_of_collision,Cause_of_accident,Location,Accident_severity
16:10:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Velachery Main Road, Chennai",Slight Injury
19:48:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),Darkness - no lighting,Normal,Collision with roadside objects,Changing lane to the left,"OMR, Chennai",Slight Injury
19:48:00,Tuesday,18-30,Male,,Owner,5-10yr,Two-way (divided with broken lines road marking),Darkness - no lighting,Normal,Vehicle with vehicle collision,Changing lane to the left,"Chromepet, Chennai",Slight Injury
19:48:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Double carriageway (median),Darkness - no lighting,Normal,Vehicle with vehicle collision,Overtaking,"Outer Ring Road, Chennai",Slight Injury
11:20:00,Tuesday,Under 18,Male,High school,Employee,2-5yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,No distancing,"Old Mahabalipuram Road, Chennai",Slight Injury
11:20:00,Tuesday,Under 18,Male,Above high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Rollover,No priority to vehicle,"Tambaram, Chennai",Slight Injury
18:03:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"ECR, Chennai",Slight Injury
18:03:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"GST Road, Chennai",Slight Injury
19:46:00,Friday,Unknown,Male,Elementary school,Employee,5-10yr,other,Darkness - lights lit,Normal,Collision with pedestrians,No distancing,"Alandur, Chennai",Slight Injury
19:46:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Rajiv Gandhi Salai, Chennai",Slight Injury
09:00:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Mount Road, Chennai",Slight Injury
09:00:00,Tuesday,Unknown,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Vadapalani, Chennai",Slight Injury
17:05:00,Friday,Under 18,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Thirumangalam High Road, Chennai",Slight Injury
17:05:00,Friday,Unknown,Male,Junior high school,Employee,2-5yr,,Daylight,Normal,Collision with roadside objects,No distancing,"Perambur, Chennai",Slight Injury
21:15:00,Thursday,Under 18,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Serious Injury
21:15:00,Thursday,Under 18,Male,High school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Old Mahabalipuram Road, Chennai",Serious Injury
14:45:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Tambaram, Chennai",Slight Injury
14:45:00,Thursday,31-50,Male,High school,Employee,Above 10yr,One way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"ECR, Chennai",Slight Injury
14:45:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Moving Backward,"OMR, Chennai",Slight Injury
16:30:00,Thursday,Unknown,Male,High school,Employee,5-10yr,One way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Alandur, Chennai",Slight Injury
16:30:00,Thursday,Unknown,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,No priority to vehicle,"Vadapalani, Chennai",Slight Injury
17:24:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Thirumangalam High Road, Chennai",Slight Injury
17:24:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Unknown,Daylight,Normal,Rollover,Driving carelessly,"Perambur, Chennai",Slight Injury
17:24:00,Monday,31-50,Male,Elementary school,Employee,2-5yr,,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"GST Road, Chennai",Slight Injury
18:08:00,Friday,31-50,Male,Elementary school,Other,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"Old Mahabalipuram Road, Chennai",Slight Injury
22:24:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Tambaram, Chennai",Serious Injury
22:24:00,Thursday,31-50,Male,High school,Owner,5-10yr,One way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"ECR, Chennai",Serious Injury
22:24:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"GST Road, Chennai",Serious Injury
18:30:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with pedestrians,Moving Backward,"Alandur, Chennai",Serious Injury
16:55:00,Friday,31-50,Male,Junior high school,Other,Below 1yr,Two-way (divided with broken lines road marking),Daylight,Normal,Rollover,Driving carelessly,"Rajiv Gandhi Salai, Chennai",Slight Injury
16:55:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Poonamallee High Road, Chennai",Slight Injury
16:55:00,Friday,31-50,Male,High school,Owner,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Rollover,Changing lane to the right,"Porur, Chennai",Slight Injury
16:40:00,Wednesday,Under 18,Male,Elementary school,Owner,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Velachery Main Road, Chennai",Slight Injury
16:40:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"OMR, Chennai",Slight Injury
21:51:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Chromepet, Chennai",Slight Injury
21:51:00,Friday,18-30,Male,Above high school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Fall from vehicles,Moving Backward,"Outer Ring Road, Chennai",Slight Injury
21:51:00,Friday,31-50,Male,Junior high school,Owner,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Old Mahabalipuram Road, Chennai",Slight Injury
21:51:00,Friday,31-50,Male,,,,other,Darkness - lights lit,Normal,Collision with roadside objects,Changing lane to the left,"Tambaram, Chennai",Slight Injury
19:40:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"ECR, Chennai",Slight Injury
19:40:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
10:30:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Alandur, Chennai",Slight Injury
10:30:00,Monday,Unknown,Male,Elementary school,Employee,1-2yr,Undivided Two way,Daylight,Normal,Collision with pedestrians,Driving carelessly,"Rajiv Gandhi Salai, Chennai",Slight Injury
17:30:00,Wednesday,Unknown,Male,High school,Employee,,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Poonamallee High Road, Chennai",Slight Injury
17:30:00,Wednesday,Unknown,Male,Junior high school,Owner,1-2yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Porur, Chennai",Slight Injury
16:00:00,Tuesday,Over 51,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Velachery Main Road, Chennai",Slight Injury
16:00:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,other,Daylight,Normal,Rollover,No distancing,"OMR, Chennai",Slight Injury
16:00:00,Tuesday,31-50,Male,Elementary school,Employee,Above 10yr,other,Daylight,Normal,Collision with roadside objects,Driving to the left,"Chromepet, Chennai",Slight Injury
17:50:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No distancing,"Outer Ring Road, Chennai",Slight Injury
17:50:00,Thursday,Over 51,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,Overtaking,"Old Mahabalipuram Road, Chennai",Slight Injury
19:47:00,Sunday,Unknown,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,Driving under the influence of drugs,"Tambaram, Chennai",Slight Injury
19:47:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,No priority to pedestrian,"ECR, Chennai",Slight Injury
16:10:00,Monday,Under 18,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"GST Road, Chennai",Slight Injury
16:10:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Alandur, Chennai",Slight Injury
16:10:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Double carriageway (median),Daylight,Normal,Rollover,Changing lane to the left,"Rajiv Gandhi Salai, Chennai",Slight Injury
08:24:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,other,Daylight,Normal,Rollover,Changing lane to the right,"Poonamallee High Road, Chennai",Slight Injury
08:24:00,Monday,Over 51,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with pedestrians,Driving under the influence of drugs,"Porur, Chennai",Slight Injury
08:24:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Velachery Main Road, Chennai",Slight Injury
10:40:00,Wednesday,Unknown,Male,High school,Employee,Above 10yr,Undivided Two way,Daylight,Unknown,Vehicle with vehicle collision,No priority to vehicle,"OMR, Chennai",Slight Injury
10:40:00,Wednesday,Unknown,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Unknown,Vehicle with vehicle collision,Changing lane to the left,"Chromepet, Chennai",Slight Injury
10:40:00,Wednesday,Unknown,Male,Junior high school,Owner,2-5yr,Undivided Two way,Daylight,Unknown,Collision with pedestrians,Changing lane to the right,"Outer Ring Road, Chennai",Slight Injury
10:40:00,Wednesday,Unknown,Female,Elementary school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Unknown,Collision with pedestrians,Changing lane to the right,"Old Mahabalipuram Road, Chennai",Slight Injury
10:40:00,Wednesday,Unknown,Female,Junior high school,Employee,2-5yr,other,Daylight,Unknown,Vehicle with vehicle collision,Changing lane to the left,"Tambaram, Chennai",Slight Injury
14:23:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"ECR, Chennai",Slight Injury
14:23:00,Wednesday,18-30,Male,,,,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Getting off the vehicle improperly,"GST Road, Chennai",Slight Injury
06:40:00,Tuesday,Over 51,Male,Elementary school,Owner,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Overtaking,"Alandur, Chennai",Slight Injury
06:40:00,Tuesday,31-50,Male,High school,Other,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Rajiv Gandhi Salai, Chennai",Slight Injury
09:21:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Driving under the influence of drugs,"Poonamallee High Road, Chennai",Slight Injury
09:21:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Porur, Chennai",Slight Injury
21:23:00,Monday,18-30,Male,High school,Owner,,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Velachery Main Road, Chennai",Slight Injury
21:23:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Double carriageway (median),Daylight,Normal,Collision with roadside objects,No distancing,"OMR, Chennai",Slight Injury
19:50:00,Tuesday,Unknown,Female,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Vehicle with vehicle collision,No priority to vehicle,"Chromepet, Chennai",Slight Injury
19:50:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,Overturning,"Outer Ring Road, Chennai",Slight Injury
19:20:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Changing lane to the left,"Old Mahabalipuram Road, Chennai",Slight Injury
19:20:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,,Daylight,Normal,Collision with roadside objects,No distancing,"Tambaram, Chennai",Slight Injury
13:05:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Unknown,Vehicle with vehicle collision,Moving Backward,"165 Feet Road, Anna Nagar",Slight Injury
13:05:00,Friday,18-30,Male,Above high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Unknown,Vehicle with vehicle collision,No priority to vehicle,"Nungambakkam, Chennai",Slight Injury
13:05:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Unknown,Vehicle with vehicle collision,No priority to vehicle,"Mount Road, Chennai",Slight Injury
18:35:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No distancing,"T Nagar, Chennai",Slight Injury
18:35:00,Sunday,31-50,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
19:10:00,Saturday,Unknown,Male,Elementary school,Employee,2-5yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Overtaking,"Chromepet, Chennai",Slight Injury
19:10:00,Saturday,Under 18,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"Outer Ring Road, Chennai",Slight Injury
16:45:00,Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Cloudy,Vehicle with vehicle collision,Changing lane to the right,"Old Mahabalipuram Road, Chennai",Slight Injury
16:45:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Cloudy,Vehicle with vehicle collision,Changing lane to the left,"Tambaram, Chennai",Slight Injury
18:18:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Rajiv Gandhi Salai, Chennai",Slight Injury
18:18:00,Wednesday,Under 18,Male,Above high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Poonamallee High Road, Chennai",Slight Injury
13:35:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,other,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Porur, Chennai",Slight Injury
13:35:00,Tuesday,Unknown,Male,Elementary school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Velachery Main Road, Chennai",Slight Injury
10:30:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"OMR, Chennai",Slight Injury
10:30:00,Monday,Over 51,Male,,,,,Daylight,Normal,Vehicle with vehicle collision,Driving at high speed,"Alandur, Chennai",Slight Injury
16:55:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"GST Road, Chennai",Slight Injury
16:55:00,Monday,31-50,Male,Junior high school,Employee,,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Old Mahabalipuram Road, Chennai",Slight Injury
16:55:00,Monday,Under 18,Male,Junior high school,Employee,,other,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Tambaram, Chennai",Slight Injury
16:55:00,Monday,Under 18,Male,Junior high school,Employee,1-2yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,No distancing,"166 Feet Road, Anna Nagar",Slight Injury
16:55:00,Monday,Under 18,Male,Above high school,Owner,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Nungambakkam, Chennai",Slight Injury
16:55:00,Monday,Under 18,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Collision with pedestrians,No distancing,"Mount Road, Chennai",Slight Injury
15:30:00,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,No distancing,"T Nagar, Chennai",Slight Injury
15:30:00,Tuesday,31-50,Male,High school,Employee,2-5yr,other,Daylight,Normal,Collision with roadside objects,Getting off the vehicle improperly,"Rajiv Gandhi Salai, Chennai",Slight Injury
15:30:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Overtaking,"Kamarajar Salai, Chennai",Slight Injury
19:45:00,Tuesday,Unknown,Male,Junior high school,Employee,Below 1yr,One way,Darkness - lights lit,Other,Vehicle with vehicle collision,Driving carelessly,"Thirumangalam, Chennai",Slight Injury
19:45:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Other,Vehicle with vehicle collision,Driving under the influence of drugs,"GST Road, Chennai",Slight Injury
13:54:00,Friday,31-50,Male,,Owner,,other,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Poonamallee High Road, Chennai",Slight Injury
13:54:00,Friday,Under 18,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,Overturning,"Porur, Chennai",Slight Injury
16:40:00,Sunday,18-30,Male,,,,One way,Daylight,Normal,Rollover,Driving under the influence of drugs,"Velachery Main Road, Chennai",Slight Injury
16:40:00,Sunday,Unknown,Male,Elementary school,Employee,No Licence,One way,Daylight,Normal,Collision with roadside objects,Changing lane to the right,"OMR, Chennai",Slight Injury
16:40:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Chromepet, Chennai",Slight Injury
00:20:00,Friday,Unknown,Male,Junior high school,Owner,Above 10yr,other,Darkness - lights lit,Normal,Collision with roadside objects,No distancing,"Outer Ring Road, Chennai",Slight Injury
00:20:00,Friday,Under 18,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Old Mahabalipuram Road, Chennai",Slight Injury
00:20:00,Friday,Under 18,Male,Junior high school,Employee,Above 10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Tambaram, Chennai",Slight Injury
00:20:00,Saturday,Under 18,Male,Junior high school,Owner,5-10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,"ECR, Chennai",Slight Injury
00:20:00,Saturday,Unknown,Male,Junior high school,Employee,Below 1yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,"GST Road, Chennai",Slight Injury
07:10:00,Wednesday,Under 18,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Raining and Windy,Vehicle with vehicle collision,Getting off the vehicle improperly,"Alandur, Chennai",Slight Injury
07:10:00,Wednesday,Under 18,Male,Junior high school,Employee,,other,Daylight,Raining and Windy,Collision with roadside objects,Changing lane to the left,"Rajiv Gandhi Salai, Chennai",Slight Injury
07:10:00,Wednesday,Over 51,Male,Above high school,Employee,1-2yr,other,Daylight,Raining and Windy,Vehicle with vehicle collision,Changing lane to the left,"Mount Road, Chennai",Slight Injury
03:15:00,Sunday,Unknown,Female,Junior high school,Employee,1-2yr,Two-way (divided with solid lines road marking),Darkness - lights lit,Normal,Collision with roadside objects,No priority to vehicle,"Vadapalani, Chennai",Slight Injury
13:13:00,Thursday,Unknown,Male,Junior high school,Employee,1-2yr,Undivided Two way,Daylight,Unknown,Vehicle with vehicle collision,Changing lane to the right,"Thirumangalam High Road, Chennai",Slight Injury
13:13:00,Thursday,Over 51,Male,Unknown,Employee,5-10yr,Undivided Two way,Daylight,Unknown,Vehicle with vehicle collision,Changing lane to the right,"Perambur, Chennai",Slight Injury
21:48:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"GST Road, Chennai",Slight Injury
21:48:00,Monday,Under 18,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Old Mahabalipuram Road, Chennai",Slight Injury
13:12:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Tambaram, Chennai",Slight Injury
13:12:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"ECR, Chennai",Slight Injury
14:52:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"OMR, Chennai",Serious Injury
14:52:00,Monday,Over 51,Male,Junior high school,Employee,1-2yr,other,Daylight,Normal,Vehicle with vehicle collision,No distancing,"Alandur, Chennai",Serious Injury
18:39:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Vadapalani, Chennai",Slight Injury
18:39:00,Wednesday,Unknown,Male,Junior high school,Employee,Below 1yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Thirumangalam High Road, Chennai",Slight Injury
19:45:00,Saturday,Under 18,Male,Elementary school,Employee,5-10yr,other,Daylight,Windy,Vehicle with vehicle collision,No priority to vehicle,"Perambur, Chennai",Slight Injury
19:45:00,Saturday,Under 18,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Windy,Rollover,Changing lane to the left,"GST Road, Chennai",Slight Injury
19:45:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Windy,Collision with roadside objects,Moving Backward,"Old Mahabalipuram Road, Chennai",Slight Injury
19:45:00,Saturday,Under 18,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Windy,Vehicle with vehicle collision,Driving carelessly,"Tambaram, Chennai",Slight Injury
14:57:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"ECR, Chennai",Slight Injury
14:57:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,Changing lane to the right,"GST Road, Chennai",Slight Injury
21:43:00,Friday,18-30,Male,High school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Alandur, Chennai",Slight Injury
21:43:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",Slight Injury
16:45:00,Monday,Under 18,Male,High school,Owner,1-2yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Driving to the left,"Poonamallee High Road, Chennai",Slight Injury
17:53:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Rollover,Moving Backward,"Porur, Chennai",Slight Injury
17:53:00,Sunday,31-50,Male,,Employee,5-10yr,Undivided Two way,Daylight,Normal,Rollover,No priority to vehicle,"Velachery Main Road, Chennai",Slight Injury
18:25:00,Wednesday,Over 51,Male,High school,Owner,2-5yr,Double carriageway (median),Daylight,Normal,Collision with pedestrians,No distancing,"OMR, Chennai",Slight Injury
18:25:00,Wednesday,31-50,Male,High school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Chromepet, Chennai",Slight Injury
18:25:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Outer Ring Road, Chennai",Slight Injury
12:00:00,Saturday,31-50,Male,Elementary school,Employee,1-2yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Old Mahabalipuram Road, Chennai",Slight Injury
12:00:00,Saturday,31-50,Male,High school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with pedestrians,No priority to vehicle,"Tambaram, Chennai",Slight Injury
12:00:00,Saturday,31-50,Male,Above high school,Employee,5-10yr,Double carriageway (median),Daylight,Normal,Collision with pedestrians,No distancing,"ECR, Chennai",Slight Injury
18:29:00,Thursday,18-30,Male,,,,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving to the left,"GST Road, Chennai",Slight Injury
18:29:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Alandur, Chennai",Slight Injury
18:29:00,Thursday,18-30,Male,Elementary school,Owner,5-10yr,Unknown,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Rajiv Gandhi Salai, Chennai",Slight Injury
18:29:00,Thursday,Over 51,Male,Elementary school,Employee,5-10yr,Double carriageway (median),Daylight,Normal,Collision with roadside objects,Changing lane to the right,"Poonamallee High Road, Chennai",Slight Injury
08:45:00,Wednesday,31-50,Male,High school,Owner,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Porur, Chennai",Slight Injury
08:45:00,Wednesday,Unknown,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Changing lane to the left,"Velachery Main Road, Chennai",Slight Injury
14:10:00,Monday,31-50,Male,Junior high school,Owner,1-2yr,One way,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"OMR, Chennai",Slight Injury
14:10:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Chromepet, Chennai",Slight Injury
